province,month,year,month_of_year,hcl_emission,pcl_emission
贵州省,82,1986,11,2249717821.5962353,623646069.7111149
辽宁省,82,1986,11,3733052635.6574826,2564276376.114653
重庆市,82,1986,11,900472162.762672,373073869.7947391
陕西省,82,1986,11,3289324500.2555385,1364595113.6752129
青海省,82,1986,11,1798300319.3464825,1134626098.4704103
香港特别行政区,82,1986,11,760315.9902747775,130488.79391692254
黑龙江省,82,1986,11,16069085800.674543,25909010447.389633
上海市,83,1986,12,36935511.00927822,3098886.047543268
云南省,83,1986,12,4380370786.983093,1455151229.2884398
内蒙古自治区,83,1986,12,24544203848.832832,21782593161.600193
北京市,83,1986,12,160468199.5983422,74110821.57113741
吉林省,83,1986,12,5091849475.062968,5875093420.190419
四川省,83,1986,12,12765446254.060919,6504258286.63397
天津市,83,1986,12,84029952.81335118,50480151.87570597
宁夏回族自治区,83,1986,12,380090524.3788538,92397369.62225516
安徽省,83,1986,12,4214513940.7776823,3231036102.5222692
山东省,83,1986,12,7014473488.164509,6818893835.1346445
山西省,83,1986,12,3395837444.427491,1144985388.6098604
广东省,83,1986,12,2993702214.398416,1321093011.0105393
广西壮族自治区,83,1986,12,2719549082.1502695,1733160803.3668756
新疆维吾尔自治区,83,1986,12,36263072204.4925,38506157854.98339
江苏省,83,1986,12,2817628734.8541665,2787728946.2411246
江西省,83,1986,12,1842727846.1742785,879266729.8153905
河北省,83,1986,12,10342931926.835688,6445934672.211703
河南省,83,1986,12,5909117512.953412,3506384952.820596
浙江省,83,1986,12,1426167471.3728697,473270217.0637775
海南省,83,1986,12,89447862.70102584,136047983.62300006
湖北省,83,1986,12,4291350423.8212028,2875594180.4165516
湖南省,83,1986,12,3958906244.708428,1602500618.9224994
甘肃省,83,1986,12,6223310151.550527,4686708640.702548
福建省,83,1986,12,810714712.3188974,220780671.6920918
西藏自治区,83,1986,12,6273819664.19462,11351387876.012703
贵州省,83,1986,12,2450471150.8468065,729628048.3514677
辽宁省,83,1986,12,4626369639.326866,3880779335.024414
重庆市,83,1986,12,945723610.7877874,450481788.84004515
陕西省,83,1986,12,3825900890.8109818,2213584929.7764125
青海省,83,1986,12,1946813628.0700462,1320849843.025676
香港特别行政区,83,1986,12,763765.2922886509,133393.2742916103
黑龙江省,83,1986,12,16355827587.693245,21318242024.600903
上海市,84,1990,1,47432552.08453689,3843614.300233644
云南省,84,1990,1,5619243500.057035,2433076382.1813517
内蒙古自治区,84,1990,1,27231300331.680225,20215527896.554802
北京市,84,1990,1,179956739.34667864,67669054.651442
吉林省,84,1990,1,5565404952.919033,5590795260.385306
四川省,84,1990,1,17011523075.29661,9253401892.321247
天津市,84,1990,1,93964288.85647242,45930629.96509622
宁夏回族自治区,84,1990,1,418767084.44693714,85049899.79071236
安徽省,84,1990,1,5676792960.187804,4517842246.340735
山东省,84,1990,1,8685309438.978563,8074780516.537692
山西省,84,1990,1,3866698391.1248517,1131120677.1965346
广东省,84,1990,1,3770739762.5165367,1578468241.2351756
广西壮族自治区,84,1990,1,3418321974.597266,2036079021.2082043
新疆维吾尔自治区,84,1990,1,39961724313.346924,37856877293.47185
江苏省,84,1990,1,3653974230.6979957,3713981579.5209265
江西省,84,1990,1,2575219437.4040065,1322997040.2772462
河北省,84,1990,1,11681518233.35862,6363008857.882261
河南省,84,1990,1,7659322282.762657,4497999716.266967
浙江省,84,1990,1,1794914478.247595,618870104.6076043
海南省,84,1990,1,101950240.32782438,137865507.3586476
湖北省,84,1990,1,5832487633.028529,4577685937.336924
湖南省,84,1990,1,5611443610.467706,2710914936.0263486
甘肃省,84,1990,1,6841738116.445098,4293017148.355164
福建省,84,1990,1,1021610276.0035648,285065505.1050432
西藏自治区,84,1990,1,12472930219.219826,26478278932.4905
贵州省,84,1990,1,3567388333.8235493,1174411946.000844
辽宁省,84,1990,1,5124639937.573885,3671212005.217666
重庆市,84,1990,1,1253538321.7115645,669886297.1507804
陕西省,84,1990,1,4530956313.574336,2280359937.348614
青海省,84,1990,1,2208880328.675525,1275207388.406861
香港特别行政区,84,1990,1,988783.2656155182,169330.10510281654
黑龙江省,84,1990,1,18163846759.766106,20241510307.610947
上海市,85,1990,2,48153942.29423089,3933414.042431499
云南省,85,1990,2,6367963708.207143,3836720296.6687584
内蒙古自治区,85,1990,2,27198983753.0383,20945515530.215466
北京市,85,1990,2,171716325.59096324,61602386.96691551
吉林省,85,1990,2,5518897055.218102,5548810520.393386
四川省,85,1990,2,16430247371.191107,8381460706.327269
天津市,85,1990,2,91277112.55861945,41852404.584739596
宁夏回族自治区,85,1990,2,409434103.9694582,78076228.11825348
安徽省,85,1990,2,5426025684.81296,4106059473.919208
山东省,85,1990,2,8243975123.695078,7096375935.023307
山西省,85,1990,2,3763043543.97883,1063813144.2641699
广东省,85,1990,2,3758600461.795298,1512211031.595347
广西壮族自治区,85,1990,2,3488008955.25079,2133476611.8602002
新疆维吾尔自治区,85,1990,2,38576363425.443924,35895918041.57093
江苏省,85,1990,2,3627350857.7811985,3641179705.429366
江西省,85,1990,2,2504155745.7317376,1288658318.8031588
河北省,85,1990,2,11009431995.261454,5644934588.149299
河南省,85,1990,2,7264188764.579966,3899130259.4742217
浙江省,85,1990,2,1854829641.497888,724137988.9536474
海南省,85,1990,2,108133310.95852582,155225024.06128088
湖北省,85,1990,2,5490366621.969218,3830478753.2561536
湖南省,85,1990,2,5369976392.483513,2449575477.3954244
甘肃省,85,1990,2,6839511081.462803,4288387622.8720837
福建省,85,1990,2,1027219302.6743451,247915817.36510006
西藏自治区,85,1990,2,12568773610.610804,27033315721.18494
贵州省,85,1990,2,3597704051.1144547,1306800490.7619846
辽宁省,85,1990,2,5046201373.880589,3637846253.9722958
重庆市,85,1990,2,1201422729.8355832,590177179.4121065
陕西省,85,1990,2,4421394829.606642,2112486407.2426102
青海省,85,1990,2,2195831923.773483,1260485339.40203
香港特别行政区,85,1990,2,1022130.8443774347,196583.61669270424
黑龙江省,85,1990,2,17964973411.732384,19866105064.133728
上海市,86,1990,3,45057120.7901774,3584250.2168450262
云南省,86,1990,3,6460645891.260253,4928294126.350083
内蒙古自治区,86,1990,3,26093468512.489685,25150669676.35596
北京市,86,1990,3,142003386.08461815,34857619.48592731
吉林省,86,1990,3,4277129021.246876,3310722250.702905
四川省,86,1990,3,14563033805.927536,5767376530.696217
天津市,86,1990,3,77209928.73145771,21742776.132930446
宁夏回族自治区,86,1990,3,365784320.31273717,44996785.01421162
安徽省,86,1990,3,4036937438.0766807,2013333327.7822964
山东省,86,1990,3,6576778667.228766,3430873157.5783796
山西省,86,1990,3,3141409374.3744364,746638471.7179224
广东省,86,1990,3,3665127298.305586,1309333139.4458327
广西壮族自治区,86,1990,3,3279950789.0756097,1770855943.7318802
新疆维吾尔自治区,86,1990,3,27531111756.37932,20370943361.92413
江苏省,86,1990,3,2915379063.9768867,1721241337.3752105
江西省,86,1990,3,2166164961.910664,882318039.1064477
河北省,86,1990,3,8513033231.638607,3009001478.3149633
河南省,86,1990,3,6056593902.049401,2135320989.44682
浙江省,86,1990,3,1676090950.6137528,473056763.63167286
海南省,86,1990,3,103381622.91168554,143979484.5001484
湖北省,86,1990,3,4723773941.118193,2218872264.2582498
湖南省,86,1990,3,4647943656.518445,1559435968.726813
甘肃省,86,1990,3,6061478905.1901245,3271799813.938977
福建省,86,1990,3,1002517282.4304067,196866865.52690983
西藏自治区,86,1990,3,5818947962.194622,10477235585.43408
贵州省,86,1990,3,2580958919.618084,706293418.3128316
辽宁省,86,1990,3,4145365803.9819984,2269268424.176715
重庆市,86,1990,3,1070564331.2180163,376169591.7207838
陕西省,86,1990,3,3785220490.376489,1269366740.3276267
青海省,86,1990,3,1974275161.392031,1003467618.1377517
香港特别行政区,86,1990,3,963158.7878458619,147686.60311909908
黑龙江省,86,1990,3,16446637839.186146,19105022334.262356
上海市,87,1990,4,45374566.5189021,5042374.580808201
云南省,87,1990,4,5916410611.242834,3862498392.663945
内蒙古自治区,87,1990,4,24313776384.16404,25113309709.52718
北京市,87,1990,4,137573624.01589292,31414823.663105715
吉林省,87,1990,4,3581341586.251084,2215704281.741552
四川省,87,1990,4,14493076136.468046,5694682166.436295
天津市,87,1990,4,75720040.28497975,19378534.345913425
宁夏回族自治区,87,1990,4,359908846.43081987,40157655.77774198
安徽省,87,1990,4,4082461678.195191,2121891271.7383904
山东省,87,1990,4,6460839738.659147,3192448413.201465
山西省,87,1990,4,3026199064.3006144,687551167.369566
广东省,87,1990,4,3649702558.947358,1248827448.091491
广西壮族自治区,87,1990,4,3290119284.1395955,1751378102.8094256
新疆维吾尔自治区,87,1990,4,24595388301.759132,17025330133.72414
江苏省,87,1990,4,2935433340.341083,1810158618.383934
江西省,87,1990,4,2160203939.7119694,821530153.2004459
河北省,87,1990,4,8118064342.625546,2603703727.8300667
河南省,87,1990,4,6039474049.165202,2057158270.6779501
浙江省,87,1990,4,1712951327.3328502,701348643.0670475
海南省,87,1990,4,104690052.16647738,145785067.93411896
湖北省,87,1990,4,4736047225.136593,2223291589.2439675
湖南省,87,1990,4,4656027234.118007,1476576683.8678043
甘肃省,87,1990,4,5063337169.667433,2015717799.933422
福建省,87,1990,4,1005921257.9561609,213293643.46179283
西藏自治区,87,1990,4,4985687986.333926,8407906176.356809
贵州省,87,1990,4,2579096926.263221,674077302.1728939
辽宁省,87,1990,4,3591634544.167569,1504374918.1436617
重庆市,87,1990,4,1074008004.5307446,384598922.50942206
陕西省,87,1990,4,3726974075.4319954,1101560023.8093376
青海省,87,1990,4,1669698004.4728026,630243389.30811
香港特别行政区,87,1990,4,966499.3508874761,151052.56032062965
黑龙江省,87,1990,4,18868908109.882847,47217061548.5745
上海市,88,1990,5,45944195.66944675,9556397.24265415
云南省,88,1990,5,5345928472.6745615,1978098203.797664
内蒙古自治区,88,1990,5,23852382781.894985,19121673515.84191
北京市,88,1990,5,135648448.8509394,28637589.24490745
吉林省,88,1990,5,3429865800.0347695,1623733312.4006813
四川省,88,1990,5,14379631431.1561,5703343584.24179
天津市,88,1990,5,75203655.45972995,18692226.147543054
宁夏回族自治区,88,1990,5,353702851.17767674,35465958.80933396
安徽省,88,1990,5,4111708701.392342,2577667543.5330243
山东省,88,1990,5,6440016800.626265,3236195589.5097523
山西省,88,1990,5,2945478882.460786,549445212.6251664
广东省,88,1990,5,3582437080.692487,1047596147.1388057
广西壮族自治区,88,1990,5,3215145576.2552257,1564164019.7569923
新疆维吾尔自治区,88,1990,5,22455722781.162277,12084342162.520853
江苏省,88,1990,5,3000043916.498775,2356467391.856434
江西省,88,1990,5,2136292542.7468238,747005140.2404665
河北省,88,1990,5,7952525291.632872,2393648960.573752
河南省,88,1990,5,6083915026.951736,2646747707.168069
浙江省,88,1990,5,1759649017.4436677,1080260623.3131278
海南省,88,1990,5,101514452.73959912,134956463.0678256
湖北省,88,1990,5,4722843498.396227,2282366772.6773453
湖南省,88,1990,5,4612212668.367149,1353909959.1120806
甘肃省,88,1990,5,4564898112.212627,1404901115.803191
福建省,88,1990,5,999083998.3242792,192065913.00300878
西藏自治区,88,1990,5,4617699468.082012,7521799094.080657
贵州省,88,1990,5,2535234918.711051,610599204.861254
辽宁省,88,1990,5,3526819750.5005364,1267297022.5149703
重庆市,88,1990,5,1069436281.7680186,388549931.3153765
陕西省,88,1990,5,3680632591.60335,1111840814.3136446
青海省,88,1990,5,1529837613.5680242,457071201.9001201
香港特别行政区,88,1990,5,962993.9872612397,146993.05880753716
黑龙江省,88,1990,5,15104224930.06286,18318262080.59932
上海市,89,1990,6,45459433.52698953,5695464.128109757
云南省,89,1990,6,5172271774.776751,1391308142.1763625
内蒙古自治区,89,1990,6,21103992254.056396,8725424807.391518
北京市,89,1990,6,136912556.7988983,33097489.91890485
吉林省,89,1990,6,3434030227.5960016,1574718113.9182625
四川省,89,1990,6,14397030566.155643,5383741824.258604
天津市,89,1990,6,76183293.2643338,23479529.882193115
宁夏回族自治区,89,1990,6,354723456.6130324,36671999.92740307
安徽省,89,1990,6,4259097253.7216005,3496372769.352542
山东省,89,1990,6,6566753676.137683,3963293016.766556
山西省,89,1990,6,2961783297.6480064,587719175.8222055
广东省,89,1990,6,3591971944.8448815,1048930389.789559
广西壮族自治区,89,1990,6,3216285123.1298947,1539997976.9040217
新疆维吾尔自治区,89,1990,6,22541101174.438725,12073852390.535633
江苏省,89,1990,6,3116446233.151198,3197450247.3180056
江西省,89,1990,6,2146398680.3890412,727692885.5712849
河北省,89,1990,6,8078001286.406118,3031813987.1636615
河南省,89,1990,6,6194349975.020793,3284486794.436216
浙江省,89,1990,6,1704581118.0399506,642576097.9405499
海南省,89,1990,6,102699566.78057113,137690951.60595903
湖北省,89,1990,6,4736753360.733191,2242613180.1138887
湖南省,89,1990,6,4638260521.978137,1376784681.211386
甘肃省,89,1990,6,4557174309.611144,1396366435.8629322
福建省,89,1990,6,998377793.9433154,172081297.34681436
西藏自治区,89,1990,6,4547530958.525118,7157349081.656649
贵州省,89,1990,6,2561673295.7458906,607755392.6506443
辽宁省,89,1990,6,3546745098.855829,1285717153.736429
重庆市,89,1990,6,1076090393.79463,402045401.15696007
陕西省,89,1990,6,3754161089.9967394,1581739748.7877805
青海省,89,1990,6,1500031632.499606,422712176.62623477
香港特别行政区,89,1990,6,966283.8007798998,149810.86126186626
黑龙江省,89,1990,6,12770115958.902912,7425695910.996526
上海市,90,1990,7,45714482.919191204,7933923.4737303145
云南省,90,1990,7,5122710037.374544,1318442477.542276
内蒙古自治区,90,1990,7,20409364405.526814,6718655767.967791
北京市,90,1990,7,135736069.805245,29002014.85150767
吉林省,90,1990,7,3410733151.6110487,1527357230.2623603
四川省,90,1990,7,14331432564.688013,5470210969.154595
天津市,90,1990,7,75429281.4139965,19810003.53697899
宁夏回族自治区,90,1990,7,353838903.54931086,35973875.66697935
安徽省,90,1990,7,4072756686.888676,2266296711.0293965
山东省,90,1990,7,6440332896.097422,3228606505.585349
山西省,90,1990,7,2952125165.1446342,586698836.4539188
广东省,90,1990,7,3583871238.934089,1056684295.6904081
广西壮族自治区,90,1990,7,3193122970.3270636,1498056152.946329
新疆维吾尔自治区,90,1990,7,22305024395.445473,11773556086.89183
江苏省,90,1990,7,2968261530.0377545,2114363915.09815
江西省,90,1990,7,2140598616.272485,775738737.6098049
河北省,90,1990,7,7951806620.554553,2434183988.8681192
河南省,90,1990,7,6009929838.284907,2067938260.0838609
浙江省,90,1990,7,1760378797.8343647,1087879206.238678
海南省,90,1990,7,100910007.67077169,132687118.77572928
湖北省,90,1990,7,4719419429.084924,2242662863.7380495
湖南省,90,1990,7,4617564412.41945,1381915255.5210774
甘肃省,90,1990,7,4528539790.824207,1364645471.021815
福建省,90,1990,7,1003190110.9269208,224050561.7369647
西藏自治区,90,1990,7,4419027375.349671,6906994294.263698
贵州省,90,1990,7,2532356573.7229266,596874278.5616804
辽宁省,90,1990,7,3521012347.8897095,1224804516.1544821
重庆市,90,1990,7,1074503391.0673234,425935592.2230574
陕西省,90,1990,7,3682046835.3645678,1112943127.9078257
青海省,90,1990,7,1477393581.3773584,392562325.504123
香港特别行政区,90,1990,7,963111.3922151447,147330.13789459568
黑龙江省,90,1990,7,12645476391.539907,7296755311.397174
上海市,91,1990,8,45474973.84542857,6280707.771171626
云南省,91,1990,8,5127340616.030211,1347301772.570322
内蒙古自治区,91,1990,8,20850864642.79901,8542527687.887128
北京市,91,1990,8,135757446.91425142,29275601.593425013
吉林省,91,1990,8,3412445902.165809,1529557068.1302958
四川省,91,1990,8,14320471719.133387,5389756474.098559
天津市,91,1990,8,75195068.42982262,18499738.884490695
宁夏回族自治区,91,1990,8,353729568.58354825,35527129.53935049
安徽省,91,1990,8,4057775926.0963125,2160658745.992372
山东省,91,1990,8,6414532309.419497,3057503915.407908
山西省,91,1990,8,2944626201.7068906,539598099.9585085
广东省,91,1990,8,3595671818.6638656,1119861587.1597457
广西壮族自治区,91,1990,8,3196700114.2402425,1515583548.7124689
新疆维吾尔自治区,91,1990,8,22374014300.243523,12046543772.442924
江苏省,91,1990,8,2937546164.9414434,1895237414.3963687
江西省,91,1990,8,2153182078.467069,847397327.667528
河北省,91,1990,8,7943362664.1764765,2369787583.1554403
河南省,91,1990,8,5996725850.454933,1974705908.7966568
浙江省,91,1990,8,1764576855.4950778,1111304822.107959
海南省,91,1990,8,100941721.82320128,132912848.75571342
湖北省,91,1990,8,4710142112.250615,2175994803.1087165
湖南省,91,1990,8,4623106221.325463,1404537979.1053991
甘肃省,91,1990,8,4529330408.203643,1357523456.4115531
福建省,91,1990,8,1023701028.5898213,376327393.77640086
西藏自治区,91,1990,8,4435309330.931946,6947821187.973217
贵州省,91,1990,8,2534264755.8692904,605731125.9801799
辽宁省,91,1990,8,3522220540.489525,1231891696.4864056
重庆市,91,1990,8,1074827310.5363266,424923421.8491547
陕西省,91,1990,8,3667471917.9761186,1004714956.998339
青海省,91,1990,8,1483632092.0464332,400798043.7137472
香港特别行政区,91,1990,8,963045.1218556348,147222.7581779964
黑龙江省,91,1990,8,12639191787.15894,8246842564.500597
上海市,92,1990,9,45177236.95666092,3708842.447012858
云南省,92,1990,9,5165518130.848726,1364129310.433436
内蒙古自治区,92,1990,9,22459488444.97859,15553920647.340109
北京市,92,1990,9,136251967.56086242,28924294.741497815
吉林省,92,1990,9,3435223128.5703626,1580651272.6174297
四川省,92,1990,9,14353589132.449764,5079676720.898588
天津市,92,1990,9,75339703.13992505,18099075.505089052
宁夏回族自治区,92,1990,9,355429179.4400283,37213201.74366731
安徽省,92,1990,9,4092413581.5202,2201838609.945305
山东省,92,1990,9,6470113892.220598,3275994055.795015
山西省,92,1990,9,2950686091.3758397,523481978.1551114
广东省,92,1990,9,3604898453.369931,1115717955.4859161
广西壮族自治区,92,1990,9,3223186800.406448,1567223797.8947406
新疆维吾尔自治区,92,1990,9,23220579183.37687,15150234348.00917
江苏省,92,1990,9,2929659551.455549,1768245020.8539739
江西省,92,1990,9,2150017055.5403595,750545083.7146945
河北省,92,1990,9,8000665033.268962,2429250285.7193413
河南省,92,1990,9,6048587909.942136,2161954269.264232
浙江省,92,1990,9,1681022805.7194438,474049018.79377484
海南省,92,1990,9,102596195.33024296,137357201.37549117
湖北省,92,1990,9,4738070868.185973,2262872717.610852
湖南省,92,1990,9,4642628044.461574,1402925431.7952394
甘肃省,92,1990,9,4665060323.853931,1519483855.4238057
福建省,92,1990,9,1000671731.4683373,187738805.77394152
西藏自治区,92,1990,9,4553550088.121074,7170515396.90102
贵州省,92,1990,9,2562828615.6331306,612889300.3426434
辽宁省,92,1990,9,3544687161.5465736,1281888391.539533
重庆市,92,1990,9,1073045025.0760423,378938871.5582148
陕西省,92,1990,9,3679401486.4155393,999141308.2975839
青海省,92,1990,9,1524473093.2691913,457331051.11911494
香港特别行政区,92,1990,9,966366.37338177,150270.53713646767
黑龙江省,92,1990,9,13128889290.050678,11284825670.308258
上海市,93,1990,10,45071628.9812862,3656026.4048276977
云南省,93,1990,10,5125119954.224231,1314715224.2716098
内蒙古自治区,93,1990,10,22384698068.82165,13890108023.320393
北京市,93,1990,10,136483080.31955132,28853029.28128953
吉林省,93,1990,10,3689178861.451507,2350265739.285188
四川省,93,1990,10,14296657006.884937,4972611988.991221
天津市,93,1990,10,75121899.87811917,17899254.825525474
宁夏回族自治区,93,1990,10,361379349.7507376,44764061.72546702
安徽省,93,1990,10,4063359913.706239,2224230635.0509553
山东省,93,1990,10,6418053981.487042,3094108046.5049396
山西省,93,1990,10,3011432875.27038,661685458.0982234
广东省,93,1990,10,3633748712.723121,1231866050.6301966
广西壮族自治区,93,1990,10,3239614154.796591,1662796223.994724
新疆维吾尔自治区,93,1990,10,25411955637.79747,19540437005.642246
江苏省,93,1990,10,2917224018.112242,1771194124.5568423
江西省,93,1990,10,2145142887.5367272,805084447.5991272
河北省,93,1990,10,8059213298.804973,2515104413.95983
河南省,93,1990,10,6024637785.466721,2183393011.2819657
浙江省,93,1990,10,1669969004.431664,429676958.073728
海南省,93,1990,10,101106926.78599222,133789146.2210301
湖北省,93,1990,10,4718304875.595142,2260572667.727702
湖南省,93,1990,10,4626785334.242216,1442327933.1235566
甘肃省,93,1990,10,5234241540.987127,2249740912.224559
福建省,93,1990,10,997737732.9254385,173531732.11167082
西藏自治区,93,1990,10,4813251165.729974,7468525352.470151
贵州省,93,1990,10,2532042018.016566,593233770.3556662
辽宁省,93,1990,10,3617551058.558157,1545823608.3365617
重庆市,93,1990,10,1066467967.7996645,365314624.8313172
陕西省,93,1990,10,3703956346.490626,1028201223.900191
青海省,93,1990,10,1715902933.236954,697353912.7525494
香港特别行政区,93,1990,10,963699.7926756042,149539.1000001836
黑龙江省,93,1990,10,17407445254.977985,32209324244.77996
上海市,94,1990,11,45163778.72881144,3695854.904231318
云南省,94,1990,11,5264202220.080932,1448364665.6860502
内蒙古自治区,94,1990,11,25786646468.35341,18563074495.694977
北京市,94,1990,11,150437382.51317793,41570443.46938253
吉林省,94,1990,11,4893163222.716755,4409058426.756802
四川省,94,1990,11,14643311054.378134,5514798788.38512
天津市,94,1990,11,80950497.38976903,26478745.182806525
宁夏回族自治区,94,1990,11,385310346.9784274,60114419.790125385
安徽省,94,1990,11,4200536055.086614,2258119555.1818
山东省,94,1990,11,6887048098.732788,4077122829.498347
山西省,94,1990,11,3343846344.840671,787546306.649654
广东省,94,1990,11,3660618438.8614984,1279791357.01093
广西壮族自治区,94,1990,11,3305176290.3896008,1796221531.7481132
新疆维吾尔自治区,94,1990,11,34157195267.775436,29649224221.562397
江苏省,94,1990,11,2977215098.5349145,1902201573.226216
江西省,94,1990,11,2165278434.950287,786701655.4518428
河北省,94,1990,11,9226674281.63015,3716171823.704014
河南省,94,1990,11,6219435531.099379,2300517507.1578565
浙江省,94,1990,11,1675883625.4793231,427373159.68179923
海南省,94,1990,11,102685495.13072322,137701188.6290344
湖北省,94,1990,11,4756761934.04784,2211110808.86166
湖南省,94,1990,11,4687941218.071558,1513819501.6049492
甘肃省,94,1990,11,6774711500.668988,4212564362.345476
福建省,94,1990,11,1001979448.5241692,183270780.1257272
西藏自治区,94,1990,11,6260574830.939117,10744544396.241793
贵州省,94,1990,11,2658913472.293884,659325758.9170017
辽宁省,94,1990,11,4355519412.206313,2571348716.1362886
重庆市,94,1990,11,1075624481.1415243,379983277.53082365
陕西省,94,1990,11,3960712765.081003,1407361227.5359564
青海省,94,1990,11,2089777953.480971,1135471597.4270396
香港特别行政区,94,1990,11,966929.9401431406,152031.83373751765
黑龙江省,94,1990,11,18198162922.416206,25831461020.21371
上海市,95,1990,12,45546788.66836538,3613949.0963423625
云南省,95,1990,12,5350321470.033128,1556444951.7021313
内蒙古自治区,95,1990,12,27921685318.823875,21636716269.450737
北京市,95,1990,12,187786113.56692183,74867613.70547146
吉林省,95,1990,12,5685171869.585032,5810062030.457469
四川省,95,1990,12,15377534818.548944,6623702931.166986
天津市,95,1990,12,96926236.63854307,50031946.430486724
宁夏回族自治区,95,1990,12,427394512.45627856,91361871.4527599
安徽省,95,1990,12,4835474749.598571,3219151244.9644656
山东省,95,1990,12,8093798380.483971,6746807220.463222
山西省,95,1990,12,3926794710.619861,1171582241.0564477
广东省,95,1990,12,3686493237.894026,1363029389.4178908
广西壮族自治区,95,1990,12,3295063840.8250117,1773585822.0939486
新疆维吾尔自治区,95,1990,12,40104512561.320175,38030081209.02414
江苏省,95,1990,12,3297912285.723702,2755320140.667845
江西省,95,1990,12,2253430280.4161024,914698639.1322278
河北省,95,1990,12,11777529494.483488,6458456006.260565
河南省,95,1990,12,7022936563.764887,3519045690.821745
浙江省,95,1990,12,1716310223.2579012,489723592.2980149
海南省,95,1990,12,101437801.94345692,134809570.27282348
湖北省,95,1990,12,5069799547.65298,2897989165.4265203
湖南省,95,1990,12,4807030329.4568405,1673275365.1484118
甘肃省,95,1990,12,7143316751.122608,4675587561.288039
福建省,95,1990,12,1009986119.2381697,230047342.3526099
西藏自治区,95,1990,12,6819362508.200392,11938548393.839006
贵州省,95,1990,12,2874015424.4355955,769073889.6636869
辽宁省,95,1990,12,5282324477.037847,3875231783.4603953
重庆市,95,1990,12,1122849305.9877346,457220480.8182283
陕西省,95,1990,12,4523552856.043963,2257295274.724037
青海省,95,1990,12,2244166562.864763,1319397534.5606165
香港特别行政区,95,1990,12,970859.3711894795,155336.1350711639
黑龙江省,95,1990,12,18484547464.268047,21113946154.88354
上海市,96,1994,1,57427613.72810122,4516216.337346167
云南省,96,1994,1,6711287449.093764,2471227932.424782
内蒙古自治区,96,1994,1,29800351925.588173,19193799775.623135
北京市,96,1994,1,204153812.41140586,65719506.31436754
吉林省,96,1994,1,5914604229.256152,5257238208.870003
四川省,96,1994,1,19024955454.61892,8902189110.576195
天津市,96,1994,1,104279084.9199181,43773949.97285492
宁夏回族自治区,96,1994,1,437826482.2588108,79984643.45295998
安徽省,96,1994,1,6010779912.347315,4261917042.6976213
山东省,96,1994,1,9537584861.034035,7608315123.070179
山西省,96,1994,1,4191964115.175132,1102862779.2633395
广东省,96,1994,1,4699751477.062088,1616244540.9834838
广西壮族自治区,96,1994,1,4031076952.455612,1995450266.9740825
新疆维吾尔自治区,96,1994,1,42495553381.21807,35665680514.458405
江苏省,96,1994,1,4131420795.9407187,3502868707.6308537
江西省,96,1994,1,2967386811.890236,1304395094.4738889
河北省,96,1994,1,12539540168.05452,6048958945.816335
河南省,96,1994,1,8705142156.10299,4298721784.487187
浙江省,96,1994,1,2130145907.1379466,613307658.9336915
海南省,96,1994,1,117281855.44490172,130930449.9292167
湖北省,96,1994,1,6672876194.6472845,4380095966.225381
湖南省,96,1994,1,6475569213.906551,2664109733.779517
甘肃省,96,1994,1,7447455964.266609,4072233768.2519712
福建省,96,1994,1,1241107767.734276,300374582.8744465
西藏自治区,96,1994,1,13084726816.6845,27405507271.138084
贵州省,96,1994,1,3738523838.308121,1139047200.941593
辽宁省,96,1994,1,5559493473.390772,3485345967.103996
重庆市,96,1994,1,1387996964.0778904,640180584.9653351
陕西省,96,1994,1,5499492378.131123,2243631030.4703054
青海省,96,1994,1,2408018848.5044193,1211310020.50898
香港特别行政区,96,1994,1,1268364.4962240646,187577.02373492517
黑龙江省,96,1994,1,19864517335.443974,19088388447.771603
上海市,97,1994,2,58045455.635173745,4594157.690618179
云南省,97,1994,2,7427521772.850412,3835875738.330443
内蒙古自治区,97,1994,2,29803210298.22213,20000499722.37324
北京市,97,1994,2,196932879.4590206,60120177.171108246
吉林省,97,1994,2,5873099404.257429,5224352401.593742
四川省,97,1994,2,18491942829.234344,8084061966.704498
天津市,97,1994,2,101886456.95506254,39985174.234926455
宁夏回族自治区,97,1994,2,429654742.8714513,73541777.76294881
安徽省,97,1994,2,5782366273.396323,3876294402.416339
山东省,97,1994,2,9132532358.657404,6697808135.316283
山西省,97,1994,2,4101338283.2448363,1041053055.5489911
广东省,97,1994,2,4684753313.89693,1543807514.9895372
广西壮族自治区,97,1994,2,4102547229.481869,2095324618.7865274
新疆维吾尔自治区,97,1994,2,41259720179.65587,33847780681.92359
江苏省,97,1994,2,4106723707.518262,3434883180.813421
江西省,97,1994,2,2901502196.8959956,1275831502.6364834
河北省,97,1994,2,11939358039.078869,5381231188.62018
河南省,97,1994,2,8348491351.594116,3741208572.1387587
浙江省,97,1994,2,2187025730.0623937,713998089.2446523
海南省,97,1994,2,123200873.90489927,147484238.2608032
湖北省,97,1994,2,6347661017.737179,3676855139.996224
湖南省,97,1994,2,6248824598.990949,2419534087.725418
甘肃省,97,1994,2,7445440290.959278,4067695792.3112507
福建省,97,1994,2,1245209639.405802,261744229.4879686
西藏自治区,97,1994,2,13175946427.66978,27923505704.686726
贵州省,97,1994,2,3770657029.2385526,1275193534.8860073
辽宁省,97,1994,2,5489782897.551991,3463828930.616146
