province,month,year,month_of_year,hcl_emission,pcl_emission
吉林省,35,1970,12,3702821484.9259224,5774012200.560884
四川省,35,1970,12,8383558694.881255,6058926913.294269
天津市,35,1970,12,51361824.82672242,49636382.28858534
宁夏回族自治区,35,1970,12,207758815.87077332,87918137.43978325
安徽省,35,1970,12,2841484465.376125,3127175563.649204
山东省,35,1970,12,5012896227.802417,6756074030.292534
山西省,35,1970,12,2061835932.2270188,1047308737.3348923
广东省,35,1970,12,1850370452.7536633,1236842697.224166
广西壮族自治区,35,1970,12,1690628263.7537665,1592661004.8927715
新疆维吾尔自治区,35,1970,12,25258602527.499176,37916489206.513176
江苏省,35,1970,12,2018456961.5772183,2780196825.400952
江西省,35,1970,12,1121208742.4724097,775571870.3043565
河北省,35,1970,12,6728135287.152648,6111046932.439875
河南省,35,1970,12,3818721482.751864,3369138571.4987226
浙江省,35,1970,12,829326283.4314905,417329103.46281695
海南省,35,1970,12,69042262.38144861,133661070.49581522
湖北省,35,1970,12,2626547694.613183,2695818385.8499146
湖南省,35,1970,12,2357607683.9309835,1382946765.6411676
甘肃省,35,1970,12,4337749442.858046,4527949272.988635
福建省,35,1970,12,464179909.17581636,213225681.10371298
西藏自治区,35,1970,12,4343196403.490534,8603737045.641212
贵州省,35,1970,12,1501087749.295867,594167011.9881911
辽宁省,35,1970,12,3122162556.3401113,3720095552.5859175
重庆市,35,1970,12,586831989.0865636,417475118.74643177
陕西省,35,1970,12,2127049073.328507,1987780726.2649536
青海省,35,1970,12,1280721619.3116465,1270329149.1478546
香港特别行政区,35,1970,12,417747.8275316311,77535.8165440621
黑龙江省,35,1970,12,12025705231.380154,21018080962.33408
上海市,36,1974,1,23745947.825586498,2520125.5288581518
云南省,36,1974,1,3087245440.344497,2140135290.4510555
内蒙古自治区,36,1974,1,17946976624.872185,20761859114.466984
北京市,36,1974,1,103112323.54968545,65519036.88188515
吉林省,36,1974,1,3990263684.4839754,5790588714.108451
四川省,36,1974,1,10674905035.225943,9029704649.991936
天津市,36,1974,1,56908075.45906483,47391704.86764677
宁夏回族自治区,36,1974,1,246575463.72566414,87119162.33350623
安徽省,36,1974,1,3917518386.1526904,4610269612.106333
山东省,36,1974,1,6056244970.54161,8434853527.659833
山西省,36,1974,1,2353294006.4245114,1071315862.7588294
广东省,36,1974,1,2151553958.3555675,1495042530.0974965
广西壮族自治区,36,1974,1,1974031717.223792,1909536348.6004465
新疆维吾尔自治区,36,1974,1,28131996611.64071,39314870271.31491
江苏省,36,1974,1,2551633200.459377,3911317412.35729
江西省,36,1974,1,1512266761.0685122,1197905071.2009375
河北省,36,1974,1,7559655491.447211,6324035061.638171
河南省,36,1974,1,4805837874.770883,4540038078.660606
浙江省,36,1974,1,1009872867.6646112,567779217.1639581
海南省,36,1974,1,73784057.38829874,142172656.6721307
湖北省,36,1974,1,3627386669.9125857,4526553950.0589485
湖南省,36,1974,1,3259337434.6240506,2417435752.5544567
甘肃省,36,1974,1,4577400887.425718,4341728529.327296
福建省,36,1974,1,541230608.8649423,271752607.9352399
西藏自治区,36,1974,1,9152820119.620945,20550891544.25178
贵州省,36,1974,1,2248366000.877581,1007577447.9188566
辽宁省,36,1974,1,3382769335.591414,3692055417.6977763
重庆市,36,1974,1,773904218.420583,652699883.6356239
陕西省,36,1974,1,2421157863.0760374,2126188020.7468324
青海省,36,1974,1,1424325368.043156,1284982458.6129062
香港特别行政区,36,1974,1,486447.79601854325,98081.4453047656
黑龙江省,36,1974,1,12915138221.015806,20982991013.964706
上海市,37,1974,2,24278663.60088264,2591948.192411862
云南省,37,1974,2,3754553564.7338724,3507624095.8370347
内蒙古自治区,37,1974,2,17955733295.685947,21531223693.15004
北京市,37,1974,2,96553910.17345549,59339120.63473663
吉林省,37,1974,2,3949407982.0021195,5747146598.867415
四川省,37,1974,2,10190632652.524063,8151842538.053626
天津市,37,1974,2,54509440.315836936,43039806.42016527
宁夏回族自治区,37,1974,2,239116652.35041314,79974640.2826335
安徽省,37,1974,2,3699788756.773992,4184732352.0645704
山东省,37,1974,2,5636204252.632526,7397856061.486492
山西省,37,1974,2,2271482194.309941,1003201840.7915643
广东省,37,1974,2,2127721516.1795962,1417824976.2015321
广西壮族自治区,37,1974,2,2047831859.8640018,2012000109.940245
新疆维吾尔自治区,37,1974,2,26919039492.174812,37242768846.03629
江苏省,37,1974,2,2524773220.1752396,3833565425.7619767
江西省,37,1974,2,1460552115.2048664,1173910284.5786963
河北省,37,1974,2,7011201063.566526,5594835146.113454
河南省,37,1974,2,4462652522.225803,3916733750.6873846
浙江省,37,1974,2,1057355697.7228702,669444873.5619506
海南省,37,1974,2,79835048.83636962,160339141.24854466
湖北省,37,1974,2,3328633116.969307,3773726679.0964646
湖南省,37,1974,2,3082642607.712556,2187231007.469181
甘肃省,37,1974,2,4575651069.662097,4337038613.88013
福建省,37,1974,2,543832569.0308609,231983639.7292027
西藏自治区,37,1974,2,9241635129.896961,21069540258.49805
贵州省,37,1974,2,2282672733.7327895,1147744951.6788845
辽宁省,37,1974,2,3318966401.6323514,3661120180.2888365
重庆市,37,1974,2,730738633.8463975,573567636.5027872
陕西省,37,1974,2,2331813186.213924,1960475863.906505
青海省,37,1974,2,1413582711.6208737,1269809280.3257608
香港特别行政区,37,1974,2,504873.6009550953,112871.23125032711
黑龙江省,37,1974,2,12726452784.102657,20586289018.81402
上海市,38,1974,3,21994680.940941323,2323148.4549092497
云南省,38,1974,3,4000782028.046456,4690745060.944222
内蒙古自治区,38,1974,3,17225194640.95777,25949261762.71731
北京市,38,1974,3,72408228.12491183,31865893.47305264
吉林省,38,1974,3,2827255394.590309,3406893166.8372326
四川省,38,1974,3,8644488256.198545,5533741083.1112585
天津市,38,1974,3,42027357.3760357,21576243.19553214
宁夏回族自治区,38,1974,3,204192030.62870154,46065782.68560396
安徽省,38,1974,3,2506013180.567628,2025552677.5669446
山东省,38,1974,3,4049863750.876833,3512460416.4979115
山西省,38,1974,3,1786081548.8102522,686414063.4869487
广东省,38,1974,3,2048684084.3142843,1217051979.9680333
广西壮族自治区,38,1974,3,1872626737.6596134,1661138294.2189603
新疆维吾尔自治区,38,1974,3,17242293383.339638,20833151359.25797
江苏省,38,1974,3,1803509946.388513,1779175955.156576
江西省,38,1974,3,1209835136.5530338,800882477.0702115
河北省,38,1974,3,4975919576.861752,2919642818.6558666
河南省,38,1974,3,3416077398.61086,2082237474.5054653
浙江省,38,1974,3,918428335.5539771,433946132.30039376
海南省,38,1974,3,75292634.8593902,148616362.28904027
湖北省,38,1974,3,2661734313.2766733,2154747269.9411645
湖南省,38,1974,3,2547592902.3262453,1381010776.961947
甘肃省,38,1974,3,3918481569.171977,3288414368.858704
福建省,38,1974,3,523312194.61563015,179266603.97087908
西藏自治区,38,1974,3,4068166415.7102,8386289447.882927
贵州省,38,1974,3,1532721870.0214608,612148754.9054204
辽宁省,38,1974,3,2551061702.5796027,2260108576.068513
重庆市,38,1974,3,621807861.2586235,360129449.3900026
陕西省,38,1974,3,1818467625.8961818,1139472693.5177574
青海省,38,1974,3,1229694123.4426305,1004608762.0339364
香港特别行政区,38,1974,3,471899.8185263906,85652.73276742513
黑龙江省,38,1974,3,11319029323.577171,19641853994.221836
上海市,39,1974,4,22299909.283459067,3856946.921283757
云南省,39,1974,4,3468662145.61465,3627231094.318601
内蒙古自治区,39,1974,4,15680203333.87172,25861945186.245853
北京市,39,1974,4,68790873.74936856,28338595.552611217
吉林省,39,1974,4,2205185564.1625323,2263902245.440789
四川省,39,1974,4,8582519483.246372,5461819876.38423
天津市,39,1974,4,40701770.27415087,19058551.568479087
宁夏回族自治区,39,1974,4,199464372.68071836,41099825.31697021
安徽省,39,1974,4,2546427876.9632154,2138660647.9235687
山东省,39,1974,4,3940443647.8295894,3259715231.2098165
山西省,39,1974,4,1697047842.2716208,627460637.2019722
广东省,39,1974,4,2028638778.0265055,1150893709.5731797
广西壮族自治区,39,1974,4,1877573516.853202,1636676265.9847846
新疆维吾尔自治区,39,1974,4,14689207386.947876,17283919373.382378
江苏省,39,1974,4,1824135375.8690338,1873353913.476273
江西省,39,1974,4,1198741239.0743387,734298151.5469683
河北省,39,1974,4,4655025909.233171,2509102862.743572
河南省,39,1974,4,3399271436.2335486,1999955982.04624
浙江省,39,1974,4,955550652.5261984,673532217.6898663
海南省,39,1974,4,76526795.26506498,150479114.61448836
湖北省,39,1974,4,2671130295.4938836,2157435161.4325943
湖南省,39,1974,4,2548284303.4445596,1289106256.6986542
甘肃省,39,1974,4,3079655713.1759152,1993053190.400495
福建省,39,1974,4,526156951.6633379,196444552.96936804
西藏自治区,39,1974,4,3414307135.7977004,6699832736.764002
贵州省,39,1974,4,1528197642.670986,577281973.8122457
辽宁省,39,1974,4,2082359766.374942,1480018509.0301502
重庆市,39,1974,4,624772202.967022,368743373.3085993
陕西省,39,1974,4,1767967164.7038581,967279624.2640305
青海省,39,1974,4,973082735.251543,618602452.6085451
香港特别行政区,39,1974,4,473800.00265391666,87849.76999807994
黑龙江省,39,1974,4,13921036035.777672,48105014311.35394
上海市,40,1974,5,22929596.063064497,8617375.299362442
云南省,40,1974,5,2908409509.611138,1718962334.021133
内蒙古自治区,40,1974,5,15281152859.639988,19575023516.077785
北京市,40,1974,5,67170265.41268505,25451729.08769572
吉林省,40,1974,5,2059733797.9916668,1641371269.6071446
四川省,40,1974,5,8492035121.2166605,5480368803.171749
天津市,40,1974,5,40249300.42182497,18326112.81836238
宁夏回族自治区,40,1974,5,194511282.7367044,36293758.41907544
安徽省,40,1974,5,2584832898.391885,2620323069.418856
山东省,40,1974,5,3922625686.360467,3305293204.858176
山西省,40,1974,5,1628169722.9897234,483573572.21783966
广东省,40,1974,5,1961534354.8850248,941199420.0072442
广西壮族自治区,40,1974,5,1804822431.1184556,1444033424.7406008
新疆维吾尔自治区,40,1974,5,12723464549.139854,12063811594.389345
江苏省,40,1974,5,1892998014.7995238,2448309327.560748
江西省,40,1974,5,1178351687.7763243,658272107.4001622
河北省,40,1974,5,4516835173.642233,2294015836.709092
河南省,40,1974,5,3453469856.940288,2622146051.521762
浙江省,40,1974,5,1006492715.7847153,1073896698.377794
海南省,40,1974,5,73324767.60011612,139106726.46393323
湖北省,40,1974,5,2662510152.3378105,2222683135.759916
湖南省,40,1974,5,2510916819.5973816,1164968426.089423
甘肃省,40,1974,5,2662753156.1051507,1363617455.383646
福建省,40,1974,5,519693752.2432966,174206733.8719679
西藏自治区,40,1974,5,3122767619.045997,5945032908.573368
贵州省,40,1974,5,1491696716.7539816,513354086.98178184
辽宁省,40,1974,5,2022339891.110593,1232084002.6760566
重庆市,40,1974,5,621401672.2689415,373510055.28795236
陕西省,40,1974,5,1733158263.831176,984132235.9400113
青海省,40,1974,5,855437042.9009186,439521442.47002256
香港特别行政区,40,1974,5,471726.1301723508,84921.7853431451
黑龙江省,40,1974,5,10064172369.210863,18337109815.410667
上海市,41,1974,6,22389353.183514185,4545257.611775135
云南省,41,1974,6,2714721252.074433,1104305617.0838814
内蒙古自治区,41,1974,6,12396505138.097677,8642006989.837536
北京市,41,1974,6,68344345.48590167,30136335.29499646
吉林省,41,1974,6,2061954432.775703,1589572891.605201
四川省,41,1974,6,8491377626.723637,5137413056.659906
天津市,41,1974,6,41233101.118888125,23377237.975733694
宁夏回族自治区,41,1974,6,195366256.4893869,37545601.86898974
安徽省,41,1974,6,2732589469.765297,3587268412.5875034
山东省,41,1974,6,4052157738.6878324,4072125796.662063
山西省,41,1974,6,1642125874.5239317,523578826.65498686
广东省,41,1974,6,1967794732.5414863,940216135.7335769
广西壮族自治区,41,1974,6,1800005317.892317,1414548870.042464
新疆维吾尔自治区,41,1974,6,12785861707.731401,12051681488.625353
江苏省,41,1974,6,2014910353.807641,3335462641.6546693
江西省,41,1974,6,1184191457.5148118,635400207.2143601
河北省,41,1974,6,4637825608.253955,2964665236.8844786
河南省,41,1974,6,3563442265.8543997,3293583168.4738803
浙江省,41,1974,6,946729035.2525042,611590051.4755808
海南省,41,1974,6,74428962.34131067,141948479.82032558
湖北省,41,1974,6,2672114595.9987597,2177936882.2401013
湖南省,41,1974,6,2529635638.2623234,1183980597.9342647
甘肃省,41,1974,6,2656464364.4299655,1354838853.6333458
福建省,41,1974,6,518206666.4500918,153009614.24759057
西藏自治区,41,1974,6,3054038731.853395,5567195693.483783
贵州省,41,1974,6,1509825835.2331326,507381265.7661638
辽宁省,41,1974,6,2039188957.5604832,1250557069.793665
重庆市,41,1974,6,627025936.4579461,387156518.62972605
陕西省,41,1974,6,1806943893.9778514,1477784915.9483154
青海省,41,1974,6,830825949.0338602,404116426.0335564
香港特别行政区,41,1974,6,473572.8278466406,86541.10567329956
黑龙江省,41,1974,6,7742283561.2522,7421721699.84322
上海市,42,1974,7,22687494.84206543,6907401.203423172
云南省,42,1974,7,2676162708.9491262,1034369546.1420015
内蒙古自治区,42,1974,7,11673004088.118546,6525172595.933206
北京市,42,1974,7,67263160.8827963,25835820.281909376
吉林省,42,1974,7,2040824688.8735068,1539998376.4329731
四川省,42,1974,7,8443826759.803366,5235503460.557571
天津市,42,1974,7,40487094.44960055,19504172.31146407
宁夏回族自治区,42,1974,7,194654672.45982733,36829067.38191671
安徽省,42,1974,7,2543780188.769856,2292159906.1885533
山东省,42,1974,7,3922958829.1809387,3297294842.080912
山西省,42,1974,7,1635174441.8437533,522836294.9057306
广东省,42,1974,7,1963045857.5711277,950777694.8397201
广西壮族自治区,42,1974,7,1781708086.812602,1374605828.3825223
新疆维吾尔自治区,42,1974,7,12580764706.050537,11733453253.690126
江苏省,42,1974,7,1859501591.4240808,2193149115.6697326
江西省,42,1974,7,1182889989.450468,688555318.9729207
河北省,42,1974,7,4518183228.565886,2337111645.476279
河南省,42,1974,7,3375494622.623422,2012121220.8364778
浙江省,42,1974,7,1007261855.217497,1081926157.0530252
海南省,42,1974,7,72687724.59392697,136714995.6330412
湖北省,42,1974,7,2658901422.3281455,2180837983.030887
湖南省,42,1974,7,2516557184.838079,1194484056.6567729
甘肃省,42,1974,7,2632795015.6500716,1322300677.9482033
福建省,42,1974,7,524021309.0702689,207916326.1919784
西藏自治区,42,1974,7,2957083915.392239,5371143608.812795
贵州省,42,1974,7,1488663141.7331502,498888971.596659
辽宁省,42,1974,7,2016338167.9351377,1187326414.8343744
重庆市,42,1974,7,626742052.5416596,412911938.0258575
陕西省,42,1974,7,1734648778.5270727,985294007.1163591
青海省,42,1974,7,811702321.3054912,372901945.03337824
香港特别行政区,42,1974,7,471849.86681935383,85277.04322475873
黑龙江省,42,1974,7,7631148951.297431,7333987298.868825
上海市,43,1974,8,22435068.97180008,5165026.897835839
云南省,43,1974,8,2680951398.8952537,1064229316.3439265
内蒙古自治区,43,1974,8,12139879315.071405,8449800347.423046
北京市,43,1974,8,67285690.89031738,26124161.677468594
吉林省,43,1974,8,2042627643.0489385,1542302037.427789
四川省,43,1974,8,8432014498.152679,5150628347.495526
天津市,43,1974,8,40240250.28717191,18123244.627908383
宁夏回族自治区,43,1974,8,194539441.01545903,36358228.091212586
安徽省,43,1974,8,2527991511.964149,2180824859.7557263
山东省,43,1974,8,3895766808.055481,3116964628.9773808
山西省,43,1974,8,1627271056.4535391,473195399.4645883
广东省,43,1974,8,1975482846.64399,1017362159.1224259
广西壮族自治区,43,1974,8,1785531771.2688332,1393187703.8322496
新疆维吾尔自治区,43,1974,8,12652896057.85432,12021214223.329506
江苏省,43,1974,8,1827129737.3308625,1962205056.4711564
江西省,43,1974,8,1196152081.808705,764078481.3098369
河北省,43,1974,8,4509283886.671167,2269242319.721272
河南省,43,1974,8,3361578539.079121,1913860817.1079705
浙江省,43,1974,8,1011686315.0473832,1106615122.3129742
海南省,43,1974,8,72721149.09978753,136952899.29745457
湖北省,43,1974,8,2649123776.9323916,2110574494.3018909
湖南省,43,1974,8,2522397865.632721,1218326831.873343
甘肃省,43,1974,8,2632929842.139703,1314696989.6716285
福建省,43,1974,8,545638387.4163182,368405500.9045399
西藏自治区,43,1974,8,2970806503.2487807,5410290147.648682
贵州省,43,1974,8,1490674232.783897,508223471.66138184
辽宁省,43,1974,8,2017611518.2459817,1194795808.0836108
重庆市,43,1974,8,627083440.987594,411845180.61800444
陕西省,43,1974,8,1719287830.9426732,871229052.363373
青海省,43,1974,8,817009568.2627926,381426736.08115625
香港特别行政区,43,1974,8,471780.0224719794,85163.87248246775
黑龙江省,43,1974,8,7630798513.564317,8337168094.797495
上海市,44,1974,9,22091937.65998161,2451496.864175084
云南省,44,1974,9,2707412480.583908,1074361446.2556472
内蒙古自治区,44,1974,9,13819540011.265242,15831918370.59959
北京市,44,1974,9,67648354.28210683,25738099.281134564
吉林省,44,1974,9,2063325779.8425157,1595841859.669001
四川省,44,1974,9,8445790122.195791,4817011761.373384
天津市,44,1974,9,40344015.90778673,17706614.015640553
宁夏回族自治区,44,1974,9,195895610.8860436,38094526.356082395
安徽省,44,1974,9,2556916489.783902,2222919577.267208
山东省,44,1974,9,3950306138.8932776,3347760576.5211864
山西省,44,1974,9,1630342387.3315172,455868392.2974404
广东省,44,1974,9,1981418372.1889207,1010605575.4704009
广西壮族自治区,44,1974,9,1807204460.1105227,1442978204.9906032
新疆维吾尔自治区,44,1974,9,13460086438.963692,15295317053.860775
江苏省,44,1974,9,1818050204.5782256,1829179901.6734605
江西省,44,1974,9,1188004972.7523654,659484831.9947237
河北省,44,1974,9,4555857824.471466,2329525350.669156
河南省,44,1974,9,3409819203.593972,2110512086.5079978
浙江省,44,1974,9,921900215.3262856,433974251.1906851
海南省,44,1974,9,74320016.03177412,141596730.36137113
湖北省,44,1974,9,2673503156.9428697,2199289024.563831
湖南省,44,1974,9,2534238702.724482,1211531128.283203
甘肃省,44,1974,9,2746241519.8301716,1481458977.3198137
福建省,44,1974,9,520624316.780166,169511536.42215133
西藏自治区,44,1974,9,3058987311.1588497,5580265468.870335
贵州省,44,1974,9,1511043461.9962766,512792047.29949564
辽宁省,44,1974,9,2037020030.1959112,1246521822.015566
重庆市,44,1974,9,623816329.9972194,362803846.2846256
陕西省,44,1974,9,1727799985.2098534,863615048.5252801
青海省,44,1974,9,851781741.7647883,440038789.3561824
香港特别行政区,44,1974,9,473659.85362479265,87025.57206267519
黑龙江省,44,1974,9,8133498997.760672,11493889181.089174
上海市,45,1974,10,22009971.563567992,2398795.5553281996
云南省,45,1974,10,2677881638.7147307,1029706056.5941141
内蒙古自治区,45,1974,10,13614184202.855755,14085058083.994719
北京市,45,1974,10,67835645.75725351,25659101.447127156
吉林省,45,1974,10,2299303374.5854225,2403661085.231238
四川省,45,1974,10,8397697891.408549,4707904039.56423
天津市,45,1974,10,40152948.80013301,17491502.482129198
宁夏回族自治区,45,1974,10,200840294.90484622,45943854.455539525
安徽省,45,1974,10,2533876646.0880814,2247825198.5935235
山东省,45,1974,10,3899478405.194396,3155542833.7351875
山西省,45,1974,10,1682182727.40528,600271085.9738399
广东省,45,1974,10,2015613239.4741979,1135407059.3950543
广西壮族自治区,45,1974,10,1830470203.3415766,1547531381.089185
新疆维吾尔自治区,45,1974,10,15437375685.305344,19937415905.696663
江苏省,45,1974,10,1805711610.0350816,1831472069.7910023
江西省,45,1974,10,1187679334.9325705,719483653.2670383
河北省,45,1974,10,4604078320.069574,2417617959.563082
河南省,45,1974,10,3390611042.9564853,2133757566.291473
浙江省,45,1974,10,911976230.5952076,388226838.68330085
海南省,45,1974,10,72895263.62240545,137876455.76244783
湖北省,45,1974,10,2657492830.041099,2199579446.8505015
湖南省,45,1974,10,2526275394.3100905,1258154811.3756466
甘肃省,45,1974,10,3225894132.894221,2235014906.200197
福建省,45,1974,10,518274882.3153896,154672998.24272004
西藏自治区,45,1974,10,3257385518.2000694,5828984384.301909
贵州省,45,1974,10,1488331621.9238224,495052129.726886
辽宁省,45,1974,10,2103830734.266453,1522351694.9796424
重庆市,45,1974,10,618194357.6283604,348988475.5146563
陕西省,45,1974,10,1747345428.0140283,891520574.6706882
青海省,45,1974,10,1013283482.0173919,688368039.0033156
香港特别行政区,45,1974,10,472469.9999214862,87605.13547594468
黑龙江省,45,1974,10,12425370630.507177,32786855233.550827
上海市,46,1974,11,22077681.906394266,2437710.4768413263
云南省,46,1974,11,2778845262.360857,1146889322.9214895
内蒙古自治区,46,1974,11,16658984284.599789,19019404660.695953
北京市,46,1974,11,79204763.38955033,38732098.395571716
吉林省,46,1974,11,3383600594.1012335,4555181932.68984
四川省,46,1974,11,8688263706.89362,5253787463.931703
天津市,46,1974,11,45328119.9256623,26642081.909798745
宁夏回族自治区,46,1974,11,219831302.7732134,61575988.5292404
安徽省,46,1974,11,2646647671.5343747,2277947309.489514
山东省,46,1974,11,4344757497.567949,4197900100.911665
山西省,46,1974,11,1940702489.6017296,723484090.1118375
广东省,46,1974,11,2040143374.6591697,1183527525.2986128
广西壮族自治区,46,1974,11,1891980736.4050963,1681548646.16803
新疆维吾尔自治区,46,1974,11,23046313241.624077,30639874696.89041
江苏省,46,1974,11,1866136134.8481023,1972377214.2268023
江西省,46,1974,11,1200211278.6829853,695554002.7645633
河北省,46,1974,11,5554916724.320147,3635037881.63757
河南省,46,1974,11,3554809372.538716,2252824551.9840894
浙江省,46,1974,11,916077573.1402898,384538656.407912
海南省,46,1974,11,74414131.80783889,141959269.03361133
湖北省,46,1974,11,2686683022.28281,2140985233.972708
湖南省,46,1974,11,2571466658.0999928,1322242572.3255098
甘肃省,46,1974,11,4521676549.441212,4259261451.736933
福建省,46,1974,11,521979169.4806162,164795213.31393635
西藏自治区,46,1974,11,4368826965.188501,8373534431.843771
贵州省,46,1974,11,1581125648.6713698,552272578.2938608
辽宁省,46,1974,11,2730022526.86777,2568463393.8154154
重庆市,46,1974,11,625806641.9286107,363597205.61045647
陕西省,46,1974,11,1956017714.159941,1264549818.0503426
青海省,46,1974,11,1324886158.483598,1140684513.5101254
香港特别行政区,46,1974,11,474253.81375409005,88881.85596463023
黑龙江省,46,1974,11,13043797123.472244,26735622266.12224
上海市,47,1974,12,22354505.36108723,2338251.816255249
云南省,47,1974,12,2843277730.827918,1247530958.3437853
内蒙古自治区,47,1974,12,18587294923.33423,22260764908.321728
北京市,47,1974,12,109475213.9203665,72917143.42648286
吉林省,47,1974,12,4097900698.0131025,6019822377.9631815
四川省,47,1974,12,9300805855.869635,6369656811.880033
天津市,47,1974,12,59530524.23277476,51771583.52801816
宁夏回族自治区,47,1974,12,253463436.6787723,93582151.64776422
安徽省,47,1974,12,3192669833.8303843,3269638985.3736224
山东省,47,1974,12,5492017177.115272,7027160486.857747
山西省,47,1974,12,2400612003.3388634,1112336761.540348
广东省,47,1974,12,2070235456.9295068,1272918004.6127584
广西壮族自治区,47,1974,12,1885733234.1535263,1661711996.463622
新疆维吾尔自治区,47,1974,12,28254003440.823746,39497159975.82662
江苏省,47,1974,12,2191386213.182114,2885761681.293156
江西省,47,1974,12,1268043367.6310961,817316454.741095
河北省,47,1974,12,7637444550.758283,6420521524.979324
河南省,47,1974,12,4252366053.11378,3521075946.598655
浙江省,47,1974,12,947773716.3109503,443755195.52887523
海南省,47,1974,12,73243983.000157,138951911.64666387
湖北省,47,1974,12,2960470439.878492,2833247135.4099607
湖南省,47,1974,12,2661000560.5514135,1469184461.847553
甘肃省,47,1974,12,4830954171.602285,4736220253.037242
福建省,47,1974,12,530171529.16298157,214014406.16878304
西藏自治区,47,1974,12,4803725757.326891,9330230416.545834
贵州省,47,1974,12,1738288753.7358396,647075347.422922
辽宁省,47,1974,12,3516014755.9652267,3899504163.8804097
重庆市,47,1974,12,665146530.1113571,440629274.11138034
陕西省,47,1974,12,2414573279.8800054,2102313542.5529954
青海省,47,1974,12,1454076252.2097428,1330698961.9896562
香港特别行政区,47,1974,12,476438.77523595537,90734.0383852844
黑龙江省,47,1974,12,13223399208.4899,21883461968.555603
上海市,48,1978,1,26596277.344360445,2713324.561416501
云南省,48,1978,1,3427947728.7384253,2406623205.493121
内蒙古自治区,48,1978,1,19514538275.672913,21479807326.447887
北京市,48,1978,1,115954909.62862629,68245057.55016555
吉林省,48,1978,1,4302696115.3749075,5977338919.9829445
四川省,48,1978,1,11435979986.299143,9430621667.371065
天津市,48,1978,1,63278826.94869878,48928767.61501159
宁夏回族自治区,48,1978,1,284015232.87696606,90328298.17927192
安徽省,48,1978,1,4258827615.9136662,4775797005.696497
山东省,48,1978,1,6424162724.894792,8677117418.384779
山西省,48,1978,1,2625590317.1618705,1126830002.5221756
广东省,48,1978,1,2322979357.815391,1619907212.709062
广西壮族自治区,48,1978,1,2141603585.7611833,2031151143.8634202
新疆维吾尔自治区,48,1978,1,30829483999.72067,40573553409.74471
江苏省,48,1978,1,2675996050.9295177,4015407742.8566256
江西省,48,1978,1,1655307092.3293588,1285890437.0985231
河北省,48,1978,1,8327060841.871247,6572787026.099543
河南省,48,1978,1,5175302702.8902025,4690197358.637352
浙江省,48,1978,1,1103947241.4880636,597331499.1184095
海南省,48,1978,1,77042399.17367862,147314402.61678857
湖北省,48,1978,1,3938132410.424773,4716500899.607344
湖南省,48,1978,1,3568056401.6103816,2581490147.9493885
甘肃省,48,1978,1,4943409876.521538,4493902090.092036
福建省,48,1978,1,590028162.608913,299849173.7163818
西藏自治区,48,1978,1,10060967471.372856,22641422386.125935
贵州省,48,1978,1,2521244010.1437473,1087489018.2371721
辽宁省,48,1978,1,3689909553.5683875,3835826184.713976
重庆市,48,1978,1,841443950.4332383,679392229.6655451
陕西省,48,1978,1,2686980309.7069793,2229801604.298268
青海省,48,1978,1,1562410511.446416,1331001921.5919037
香港特别行政区,48,1978,1,528776.8442819706,111874.6685199885
黑龙江省,48,1978,1,13778650484.958117,21651632608.00657
上海市,49,1978,2,27210382.531088438,2793422.9861256448
云南省,49,1978,2,4257797951.622919,4136676907.301111
内蒙古自治区,49,1978,2,19542393100.69487,22416280285.813755
北京市,49,1978,2,108601783.99965158,61834729.39666804
吉林省,49,1978,2,4259522415.5639596,5939524537.725487
四川省,49,1978,2,10903895500.717115,8514460705.343086
天津市,49,1978,2,60679550.89861247,44444244.21846055
宁夏回族自治区,49,1978,2,275658198.5649641,82914041.00631656
安徽省,49,1978,2,4021867125.6975727,4333527468.298893
山东省,49,1978,2,5979251403.968773,7610076187.290759
山西省,49,1978,2,2533602238.7364497,1056319369.5829184
广东省,49,1978,2,2295607631.0944767,1528630245.6142
广西壮族自治区,49,1978,2,2225643071.93319,2148597098.447165
新疆维吾尔自治区,49,1978,2,29509653879.59223,38440527313.24808
江苏省,49,1978,2,2647959288.5248127,3935250047.3634114
江西省,49,1978,2,1596833121.6497016,1263944331.6564107
河北省,49,1978,2,7718574119.614527,5815820418.754581
河南省,49,1978,2,4801767881.166609,4045988362.4364624
浙江省,49,1978,2,1156736389.902566,705751254.356309
海南省,49,1978,2,83485849.74352813,166455240.79827976
湖北省,49,1978,2,3616107938.0763607,3931079228.153637
湖南省,49,1978,2,3368368160.97034,2339270494.426225
甘肃省,49,1978,2,4941452753.656531,4488785335.76942
福建省,49,1978,2,593036867.8757638,254461019.72976813
西藏自治区,49,1978,2,10185683033.757627,23396280623.172142
贵州省,49,1978,2,2560019189.16203,1246396882.269792
辽宁省,49,1978,2,3620716242.2299275,3814172155.351149
重庆市,49,1978,2,794166230.4750786,597413585.5372533
陕西省,49,1978,2,2588443382.109748,2056111208.0823486
青海省,49,1978,2,1550609848.4793265,1315513156.6548276
香港特别行政区,49,1978,2,551349.6965587285,130045.80427118052
黑龙江省,49,1978,2,13582511630.995459,21260775326.27029
上海市,50,1978,3,24577203.6078221,2494293.2891374654
云南省,50,1978,3,4658158117.030382,5677214397.226275
内蒙古自治区,50,1978,3,18903981529.642548,28101733331.463238
北京市,50,1978,3,81732373.55797708,33445163.287010193
